,Gene-1,Gene-2,Gene-3,Gene-4,Gene-5,Gene-6,Gene-7,Gene-8,Gene-9,Gene-10,Gene-11,Gene-12,Gene-13,Gene-14,Gene-15,Gene-16,Gene-17,Gene-18,Gene-19,Gene-20,Gene-21,Gene-22,Gene-23,Gene-24,Gene-25,Gene-26,Gene-27,Gene-28,Gene-29,Gene-30,Gene-31,Gene-32,Gene-33,Gene-34,Gene-35,Gene-36,Gene-37,Gene-38,Gene-39,Gene-40,Gene-41,Gene-42,Gene-43,Gene-44,Gene-45,Gene-46,Gene-47,Gene-48,Gene-49,Gene-50,Gene-51,Gene-52,Gene-53,Gene-54,Gene-55,Gene-56,Gene-57,Gene-58,Gene-59,Gene-60,Gene-61,Gene-62,Gene-63,Gene-64,Gene-65,Gene-66,Gene-67,Gene-68,Gene-69,Gene-70,Gene-71,Gene-72,Gene-73,Gene-74,Gene-75,Gene-76,Gene-77,Gene-78,Gene-79,Gene-80,Gene-81,Gene-82,Gene-83,Gene-84,Gene-85,Gene-86,Gene-87,Gene-88,Gene-89,Gene-90,Gene-91,Gene-92,Gene-93,Gene-94,Gene-95,Gene-96,Gene-96,Gene-97,Gene-98,Gene-99,Gene-100
S51,-0.95303124,-1.117929818,-1.021490415,-1.013061096,0.03324928,0.595557089,1.035492154,-0.053102646,0.044014053,-0.837680302,-0.771277858,1.364052805,1.340392931,1.427281121,-0.477875204,2.115907792,-0.192368357,-0.21937677,-0.771900006,1.602873989,-0.683566179,1.280812865,-1.091694631,-1.554466288,1.148333505,-0.905653711,0.415369925,0.214050343,-1.052209572,-0.023559562,-1.643042915,0.870431182,0.041399107,-1.454221439,1.399534766,-1.232488466,1.352091326,-1.712731961,-0.69974112,-0.800464029,1.328685697,-0.878101868,-1.513748948,1.36193824,2.433932619,-0.004554686,1.570227152,-0.341552774,1.909360094,0.976376562,-1.821600829,-0.454656917,-2.196591202,0.674191455,0.731013726,-0.094649767,0.663504065,1.290898234,-1.039770892,-0.693836715,1.493048588,-2.08346651,1.423108711,-0.55899021,0.923174673,-1.171679942,0.920514131,1.56743339,-1.184518558,-1.012744361,-1.654301129,-1.260243237,-2.93156305,0.185478554,-0.961716223,0.400623753,1.05072347,1.754763843,-1.085689523,-2.237969864,-0.588184813,-2.021864289,1.55088034,0.440628574,-1.035372307,-0.101662967,0.799463284,0.874847556,1.24477867,-0.976686868,1.22569152,-0.461122632,0.53794012,0.88912237,0.687219494,0.37091445,-1.709291237,1.448355867,-0.595385053,1.095037636,0.235650727
S52,-0.883141736,0.7319795,-1.009450723,-1.044717354,0.091372807,0.353881162,-1.083250059,0.152657264,1.098248135,0.917928275,0.866221986,-0.659105397,-1.24654972,-1.427910363,-1.703949341,0.690725726,-2.111678619,-0.836419182,0.646215845,-1.402799327,-0.801534466,-0.210421232,-2.255839733,0.777555254,-2.430037565,-1.881341165,-0.743033087,-1.35547455,-1.656723596,-0.939224386,1.795856493,0.763355474,-0.115271837,2.005050527,-1.9396689,1.222445254,1.923965688,-0.53580234,-1.712366193,-2.164048167,-1.951738419,-0.65438804,-1.593502216,-0.345984961,-1.08891056,0.01623624,0.325861059,-0.239043979,-2.419968946,-1.653220877,0.262931971,-1.373866369,1.240616054,0.206842448,1.394880732,-0.678924336,-1.998592108,1.279706685,0.895387178,-0.051015587,-0.394244816,0.59830786,-0.629193177,2.263457812,0.721208164,-1.597699923,0.981539338,0.652589796,-0.852283462,-0.265279751,-1.151081133,0.675603456,2.331009354,2.142383698,-0.750140984,1.785206037,1.570165343,0.555778129,0.259725425,1.291971354,0.456390214,-0.870791402,1.151908066,1.24086238,0.460840499,1.482051884,1.309069681,-1.553002007,-0.712652433,0.898473512,1.456406135,-1.585321929,0.886782893,-0.791911734,0.704318969,1.954939649,-0.568533697,-1.408689945,1.822520686,-0.909085577,0.606127889
S53,-0.989926583,1.053500933,-1.024526087,0.907038886,0.002972504,1.410421942,-0.37887694,-1.82534037,-0.558739256,0.949217119,0.487470543,-1.14955607,-1.695346366,-1.527975805,-1.592955582,-1.685160362,-0.235441618,-1.3712531,-1.725403494,-0.98871767,1.312746483,0.82141849,-1.915810891,1.225959102,-1.38275796,1.59750958,-0.368649194,0.923967956,-1.200853046,0.377360088,-0.356480167,0.892129322,-0.710807719,1.572911156,-1.330412369,0.898321697,0.090249934,-1.00204064,-1.908451542,-1.640735357,1.312294816,-0.908941891,-1.75208919,1.068756732,-1.102311972,0.246476477,0.753435149,1.522239264,0.36107211,-1.46463553,0.369213551,-1.195774282,0.709368753,0.281317653,-1.056331675,-0.151572269,-2.151386798,1.006053078,-0.970182277,-0.933878333,-0.232622799,1.750520283,-1.59987597,1.32520258,-0.006665753,1.219331665,1.310359337,-0.341358379,1.31199445,0.356102126,-0.799449573,-0.062951326,-0.091762165,-0.096037008,1.243027056,-0.657846475,-0.192831395,0.416820295,-1.257508646,1.746238128,-1.344184661,0.732962719,1.02983828,-1.327668894,-0.61552909,0.778150637,-1.251496201,-0.396446741,-0.630488874,1.050859551,-1.122821985,-0.717246173,-2.015238881,1.164727631,-1.308769404,1.816222206,0.241639463,1.143997923,-0.802076991,-0.963590638,-0.627212939
S54,-1.095418211,-0.758550943,-1.059516386,-0.922378874,-1.943613449,1.343426842,0.601343663,-1.93242212,0.301925594,1.012132168,0.641115828,-1.033282698,0.717656835,1.560750158,1.333943728,1.171512137,-0.09996848,-1.280569589,-0.825405971,1.696313563,-0.434445708,1.775936435,-0.608673943,0.563306009,1.019632502,1.193659382,0.763815026,1.484608258,-1.396710557,-1.041804474,-1.536497664,-0.442015413,-0.191782572,1.341101757,1.019425284,-1.336954533,-2.321521588,-1.759686974,0.722943102,-0.928770689,-0.559748221,-0.622864783,-0.218293547,-0.532233808,-0.537623654,2.199384642,-0.302682894,-0.304939873,1.794503587,0.074287365,0.661212003,2.058364031,0.5672727,1.41406789,0.51600656,-0.341510949,1.033026375,1.042744261,-0.90787871,-0.617781173,1.148918358,-1.34943124,1.290593806,-1.127578688,0.55338639,-0.368019036,-0.376242318,-0.00126216,1.626918459,0.821462473,-1.167734893,-0.83665453,-0.364643129,-0.210088101,1.276140358,-1.608374497,0.206394204,-1.116595655,0.92742171,1.031211178,-1.832036624,0.510051377,-1.000820642,-1.057911518,-0.4048955,-0.043508422,-0.532188946,1.633812966,-0.149604461,-1.328532037,1.327802559,-0.962826669,-0.984548186,1.14910259,-0.81620539,-1.255634344,0.486692981,1.684014539,-1.416285674,0.9463855,-0.772867421
S55,0.976585032,0.912547318,-0.999669408,-0.934452739,0.064731935,0.408266175,-1.541085662,-0.015273183,1.624894166,1.210537128,0.522593579,-1.730666981,0.89194722,0.172266571,-1.276234732,-2.038451441,-2.180015465,1.37051019,0.822463914,0.301981627,-1.187219448,0.4888299,0.009953539,0.939607987,0.989004939,-0.595292418,-0.347886107,-0.731467232,-1.552385422,-1.657990911,1.35135718,-1.231408226,0.57728101,2.451791118,0.488674065,0.346475593,1.898236929,1.646952666,-1.516250116,-0.957457897,-1.501054836,1.584647254,-0.19956718,1.323042993,-0.789827578,-1.025471684,-1.41571482,1.133394657,-0.164407609,0.576059902,-0.378089727,0.060003596,-0.596302887,0.730080631,-1.142305899,-0.452295155,-0.649214891,-0.755736477,-0.952229472,0.067975261,-1.700075577,1.496828306,-0.684471215,1.774888112,0.468651713,-0.141997633,1.362585847,0.288137614,1.403814151,-1.482464111,1.255622385,-1.273022188,-1.564999279,1.501353671,0.914459605,1.017991972,1.17247922,-1.062242803,-0.166174464,0.255840594,0.588403905,2.173956284,1.067805318,0.893110424,0.323578827,2.017404695,-1.202654765,-1.359793038,1.242803662,1.274138695,-0.881976869,-1.286661781,0.341946555,-0.844626782,-1.24544459,-0.619064398,0.279127666,1.293755384,1.502438637,1.135450032,-0.740488655
S56,1.201115643,0.994054646,-0.901981691,1.072861291,0.218286031,-0.528711676,0.541042692,0.223961533,-1.025250319,0.753182308,1.426406174,-1.351744557,-1.211741694,0.363247904,-1.208534004,0.484699683,0.075590993,-1.204392301,0.497093809,-0.770650766,0.734838303,1.022214342,0.877357807,0.048431212,-0.891377293,1.257766576,0.008138119,-1.101362171,1.456537369,-1.777270881,0.962842629,0.295284269,-1.575492986,0.331410868,0.956077321,1.066738557,-1.733420311,-0.848501899,-1.394664131,0.961431156,0.819016539,-0.902821776,0.430290939,-0.539244073,-1.151834393,0.795643277,1.112881707,-0.561394327,-0.95625287,-2.061060538,1.59269679,0.787010255,1.843118441,-1.07591857,-0.871652126,2.466701973,-0.313771802,0.871230667,-1.00361954,-0.520856243,-1.416073644,1.617139156,1.099082481,1.455098886,1.201288147,-0.806369643,1.316426843,-0.530022858,1.703004107,-1.576414812,1.013709792,0.554892431,0.978213419,-0.010315171,1.368694173,0.795248853,-0.882540232,0.404803451,-0.554750204,0.468352,-0.820226058,-1.224960902,0.666363238,0.150526065,-0.790468622,0.232968483,0.23511664,0.390304232,-1.086912905,-0.641092321,-1.109946455,1.419956633,-1.221101752,1.392547236,0.616553863,-0.438498298,-1.423741368,0.352322382,-1.401551597,-1.067942072,0.010366431
S57,1.089405202,0.980344245,-1.119118775,-1.038650144,-2.085634509,1.419568527,-1.610821606,-2.015628535,1.596613361,2.793744505,-0.170390515,-0.131953801,-1.622820957,-0.017416289,-1.910142211,0.752120476,-0.209176616,-0.951890271,0.261197241,-1.510187641,1.435121398,0.138864314,-1.609188342,-1.991696123,1.013461442,-2.095511839,1.60615414,1.183246615,-2.227460486,0.420721373,0.328723725,-1.744679592,-1.008318883,-0.595305526,-0.00539804,-0.794616783,-0.051899176,-2.1663708,-2.023010104,-1.154391238,0.813100625,0.335184317,0.344269714,-1.061537379,0.846726767,-0.703711142,0.480475634,-0.122185726,-0.408742,-0.610916082,2.29582795,1.179649826,0.685185772,-1.209266726,-1.294821356,-1.101405224,-0.249884949,1.611322368,1.002602728,-0.313871752,1.471552752,-1.30298198,-0.709762591,-0.908686712,1.288147891,1.530360585,-0.247721054,-0.470578216,1.014112736,0.01522419,0.719492693,-2.007845857,-0.10576906,-1.141787157,1.464495283,0.290862567,0.897248267,0.305168958,1.135382287,0.912534953,-0.012433878,-2.060437617,-0.370876552,1.489923717,0.334704521,2.275128126,-0.555123196,1.074034795,-0.77727897,0.387691482,-1.179953486,-0.488626581,-1.083015672,-1.052776464,1.945723849,1.89536647,-0.665898581,1.553690409,0.105703542,1.074421002,-0.029608049
S58,-0.888687097,-0.980651868,-1.124772149,1.003253012,-1.951146211,0.405892512,-1.220555822,-2.122005425,2.108683422,3.074048977,-1.895648198,-0.713436931,0.204096422,1.790125648,-1.201238757,-0.045010036,-0.280819437,1.488175956,-1.40395687,-0.662423608,0.864636678,2.829601689,-1.285306129,0.767755263,-0.882266483,-1.827845745,1.103721893,-0.404051716,-0.367213886,0.212960004,1.231669951,-1.775983023,0.58141399,0.295855856,-0.618281094,-1.905896424,2.545438029,0.092807344,-1.425072712,-0.547939596,0.726348203,2.480521103,-1.349826431,-0.193700265,0.008179434,-0.541384273,2.0562794,0.212324549,0.090758756,0.246597926,-0.026788202,-0.75745089,-1.372055669,-1.111016239,0.23868348,0.442038368,0.03224248,-0.323522756,-1.020428087,0.252784603,0.458924212,-0.655577158,1.128285334,1.557226041,-0.684857318,0.567244324,0.069162339,0.849370286,-1.17239578,0.83356384,-0.150704588,0.15529025,-2.374946776,-0.89817052,-1.916513719,-0.70587153,0.936109242,0.907343241,0.314820727,0.851018059,1.152910304,-0.658639508,-0.944865997,1.128193752,-1.351322386,1.732279946,-1.21014599,0.228212614,1.026375501,-0.844564083,-1.178937949,-1.798340628,0.837955681,-2.330176981,1.042284464,-1.673609398,0.674029738,-0.094261394,1.91354653,-1.002801842,0.019873045
S59,0.935518281,-1.116514941,-0.991885581,-1.008509766,-1.826631937,-0.704626321,-2.193545808,0.153866711,1.944063788,0.794939708,0.961961482,1.093627209,-1.418167802,0.496985055,0.733660841,0.853757808,-2.177096768,1.348451034,1.033137022,0.622154983,-1.238635655,0.464134908,-1.076586096,0.134210768,-1.709788041,-0.674797477,1.049866542,0.663844967,0.358700454,0.992282011,1.301635924,-1.280144725,-1.363216583,-0.029959188,-1.568585388,2.161617082,-0.531355156,-1.399600024,0.948184315,1.029502767,1.112896209,0.312969467,-0.66103731,0.897254492,-1.686281838,2.005581766,2.060252538,-0.841910493,-1.731220014,-0.006848798,-0.235350226,-2.090297444,1.000089777,-1.409936822,-0.271494089,-0.657263809,-2.392933339,-1.096866547,0.868520068,0.335951033,1.403343353,2.351275182,-0.871689138,0.837985099,1.847389768,-0.275183565,0.643815456,-1.121822893,1.865387642,1.611691059,0.37023263,0.900956948,2.138839886,-0.351739903,-1.09691444,0.319540024,2.223041373,0.9531211,-0.731610909,-1.234829122,-1.124476265,-0.067949611,1.034490017,-0.607976479,1.036924968,-2.081085662,0.905714473,-0.995341953,-0.47037687,1.286391967,-0.478629943,2.184564659,1.224459958,0.345659793,1.227519349,-1.138974534,-0.688066138,1.222317154,-0.531355131,0.816217655,-0.740066821
S60,-0.975255483,-0.990990729,1.063121854,-1.125161172,-0.022878829,0.25462879,-0.50813096,0.067432428,0.711017015,-1.091306589,-1.477087201,-0.623054956,1.377819778,-1.288649935,1.404816954,-1.040661083,-0.090199709,0.865841943,1.484175354,0.912910768,0.650133014,-1.391573855,-0.684617573,0.072288531,1.007684218,-0.882827786,0.158425554,-1.174546791,0.734152081,-0.83601301,1.744410645,1.49365447,1.472498366,-1.096029901,1.061993335,-0.241672109,1.218421687,0.96426373,1.078350026,-0.682994799,1.170142472,-1.10156495,0.938962154,2.434541305,-1.108850013,-0.349971062,-0.867772651,-1.604759778,-0.442663428,-0.822063275,1.689062456,-0.903232466,2.122401213,1.575850553,-0.855224614,-0.232142211,0.119743332,0.729129813,-1.002104274,-1.260670247,-0.591083543,-0.674366702,0.924137396,1.134439575,-1.540873644,-0.381147208,0.48408007,-2.07714184,-1.081632617,0.927797454,0.479005742,-0.105049953,1.260902729,1.297138671,-1.400566907,1.841279484,0.825380911,0.867889773,2.058471106,1.680841626,0.875840013,-0.031634969,0.286416857,0.829364022,0.649646544,0.02810462,-0.635441435,-1.656457055,-1.841049165,-0.621194555,0.50623119,3.125825929,1.922138476,-0.498953855,-1.783413847,0.864503753,-1.347219735,-1.46683096,-0.431247908,1.040002781,-0.655288765
S61,-0.757759804,0.766864728,-1.05442739,-1.113039525,-2.106634103,1.29613467,0.711120551,0.033137655,-2.049065435,-0.832874724,1.481419704,0.655732244,0.621591986,2.323498546,2.008922848,-0.255718586,-2.171551403,0.997575601,-0.974818002,2.167019974,1.487819728,-0.638705907,-1.328973073,0.866495092,-0.982477301,-0.399663662,0.353556506,-0.522272392,1.483437849,1.036704659,1.127424675,1.891571426,1.211116532,-0.995183511,-0.272030426,1.283070904,0.962329485,-0.02328997,0.676300501,0.993372395,1.689572907,0.743668161,-1.458834759,-0.142486603,0.357986594,0.352008741,-0.462268074,0.672941655,-1.084382778,1.433541456,2.620944611,-2.306457793,-0.859565114,-0.055591892,0.715506861,2.299980247,0.9611783,-0.112773246,1.184134828,2.621432382,-0.438096067,1.42612286,-0.614483827,1.232133626,0.683095138,-1.811383421,0.052593066,0.917158119,0.930320196,1.783380938,-1.0372181,-1.023614952,0.156148443,1.31784562,0.391070434,-0.376081547,0.64571286,-1.315879693,0.756389988,-2.468135463,-0.063516181,0.698973221,1.249516092,1.019270756,0.434034565,-1.973841306,0.188183334,0.536228425,1.896061703,0.779556889,-1.31826939,0.110581661,2.22931407,1.477822506,-1.158747851,-0.986399148,-1.68578556,-0.368514588,0.118017648,0.956669462,-0.022837261
S62,-0.872021741,-1.061550573,-0.78798676,-1.002599573,-1.909061674,-0.654411023,0.289180516,-1.529658885,-1.56475827,2.737398124,-0.754624706,-0.101673267,0.516865193,1.895930375,-0.185007772,-0.659062502,-1.857920951,-0.81587612,-0.904329731,-0.260182461,1.390519979,0.152361199,0.505552442,1.088479181,-0.849149561,1.523508763,-0.586106134,-0.787480804,-0.67605712,0.067090086,1.332773124,0.900305571,0.338465245,-1.363966885,-1.364729463,0.833529466,0.086766765,-1.82557587,-0.426166296,1.489692217,-0.833178337,-1.349114611,1.001821573,1.539932885,1.455065455,0.614150951,0.511941616,1.515469256,-0.14772446,1.069233573,0.36449029,-0.610794418,0.64657366,0.887699302,-0.706671645,-1.640620694,-1.256225406,-0.041174819,-0.84446374,0.569701738,1.544112141,-1.895988513,0.333760985,1.12531129,-0.81320352,0.691821876,0.9997179,-1.31478829,-1.657414156,0.550481154,1.131615177,0.711313522,-0.308425479,-0.146858091,-1.171867233,-1.212293714,-0.276639234,0.406143836,-0.448009572,-2.515879381,1.247223802,-1.448455489,1.299731884,-0.553967353,-0.884360051,-0.386550584,-1.448109897,0.457912425,-0.821757987,1.658919771,0.979280402,0.342433643,0.864811466,-1.510085348,0.470010732,0.780531662,0.15198029,-2.039435913,0.698803536,1.054332958,-0.39774469
S63,-0.941379798,0.918771615,1.114398815,0.987490302,1.98572357,-1.540378471,-0.554909814,0.163351665,-0.14777312,0.961360302,0.635372808,0.250395592,-0.873749884,0.022185497,0.386428765,0.575414009,1.861765963,-0.937504394,-1.055543064,0.888937713,-1.219459472,-1.030983392,-0.672283863,-0.326050682,1.526994383,-0.264664409,1.659574471,0.717983958,-1.151649877,-0.614302509,-1.28931921,-0.229008901,1.561051839,1.896686528,1.051439514,-1.468889781,-1.335122195,2.832299683,-1.571150992,1.074097372,-1.902646783,-0.415404544,1.598534756,-0.477463209,0.220504182,2.500017637,0.665108601,0.971406082,1.789903822,1.048953096,-0.459815192,1.470036482,-1.495111968,0.833611978,-0.962229607,-0.367705396,0.805257288,-0.487045517,1.096096007,-1.525106462,0.367407813,-0.157146871,-1.852589422,-2.014280813,1.160773898,0.915726126,-0.644941729,1.286904082,1.640866682,-2.328109998,-0.87452145,1.261974364,-2.418616572,0.0480503,0.070675451,1.684531353,-1.263850724,1.02655499,-0.465675629,1.027284316,-0.907803255,1.743048043,-1.133831669,-1.102797539,-0.708916527,-2.084349938,1.445227457,0.73461508,-1.274327369,-0.629375981,0.252863251,-0.249940844,-0.490535588,1.016511828,0.109445454,-0.381508195,-1.143545258,1.406043223,0.474138577,1.056354881,0.1062023
S64,1.064724774,-0.954696112,-1.056318595,0.989421505,-1.962168669,0.486412671,-1.520857419,0.130512527,0.253758528,-1.04313964,1.086288137,0.223289585,0.372264896,0.300558436,-0.307110133,0.411155019,-0.043996925,-1.099955633,1.43304182,-0.468253863,-1.959996676,1.002504686,-0.579321584,-1.956788469,1.258366912,0.665276885,-1.265150217,1.659783432,-0.768577394,-0.070399084,-1.132257203,1.320928615,-0.784623032,-1.362462501,1.678242371,-0.947245289,0.373126149,-1.92928844,1.515219542,-0.833740215,1.437478927,-0.652385987,0.703115823,0.838267972,-1.186108806,-1.872279067,-0.227618377,-0.967809776,0.08512943,0.907772703,-3.085610029,1.894108126,0.96393129,1.81952861,-1.131315278,-1.786795277,0.734436324,0.930203088,-0.944686111,-0.016217856,0.934177902,-0.894309017,-0.286620016,-1.156401057,0.685970139,1.733169375,0.768730528,-0.006897941,-0.039517805,-1.164871367,0.919258609,-1.59482594,0.116811388,0.949573287,1.19513642,0.347826265,-1.150922551,1.019182175,-2.378610964,-1.148593877,2.026182227,-1.88193138,1.588654022,1.195934141,1.083266773,1.941295823,-1.772748563,0.384854511,-0.540886843,0.627905548,-0.579013595,-0.976660547,-2.46075078,-1.195853309,1.297885814,1.181406416,1.096859479,1.146771891,-2.016060642,0.826485757,-0.076465907
S65,1.261892503,0.97140939,-0.94322359,-0.934872577,-1.861442556,1.445420451,0.340691408,0.208163031,-1.582200187,0.780162015,-0.613568602,-2.284536585,-1.281602673,0.938955817,-0.758089891,0.530630782,-0.024378838,0.832169078,-2.087569847,1.321317376,-0.192402516,-0.966384269,-0.956329327,0.127616366,1.126368757,1.378701538,-1.039921176,1.271214371,-0.631668302,-1.820425206,-0.194518256,-0.552596887,0.812239402,0.751597474,1.14527288,-2.453027943,-1.247693221,0.525480026,-1.899156694,-0.712448093,0.93827334,0.319693345,-2.485073449,-0.910072454,-0.457134068,0.927952875,0.083742517,2.027988509,1.007019315,1.622987702,-1.28820608,1.127533813,0.510758828,0.310429038,1.360173561,-1.515272768,0.027205456,-0.846097073,-0.83815462,-0.772379274,0.712339502,-0.650395099,-0.983600369,-1.151863243,-1.966696056,-2.139972636,1.356898483,1.450934753,-0.764809218,-1.216813033,-0.852483936,1.430369329,1.62306276,-0.45960311,1.675240701,1.253610644,-1.20628272,0.367942349,0.647002349,-1.70316622,0.495462048,1.622041296,1.527532292,-0.688547828,-0.550093205,1.862755892,-0.722162583,0.062130906,-2.246600963,1.190143311,1.001533649,-0.448267067,0.152274383,1.555546779,0.142647698,-0.722596876,-0.174009556,0.427848429,-0.795141082,1.01604929,0.603807803
S66,1.211233978,-1.053137079,-0.995696156,0.985685488,-1.718219382,2.187488534,0.942849834,0.099311977,0.711931308,1.07423059,1.053000514,-0.933244758,0.928803617,-0.651125087,1.130513282,-1.417686046,-2.05460556,0.806285065,-0.499403073,-0.856745789,0.855857592,-0.225787528,-0.946248976,0.667842892,0.616642757,-2.229694178,0.716236245,-0.385235311,0.540617162,0.047127525,0.997364755,1.867463742,1.228237448,-1.483618358,1.007416639,-1.371471039,2.031190966,-2.316132806,0.514185165,0.671883726,1.679504971,0.679896457,-1.961833665,-0.504146076,0.023517318,1.051771821,1.741824534,1.498384787,0.151488993,0.750086244,-0.235935835,-0.729603133,-1.394407243,0.892206082,-0.951862144,1.513293428,-1.617792207,1.094756981,1.086114505,1.228334856,-0.669434892,1.526264811,1.050328977,1.411500012,1.067529922,0.492004437,-0.773979833,-1.332298655,-0.155328837,1.250109474,-0.079990037,0.486201374,-2.377530666,0.89278886,-1.979896079,-0.747767051,0.589255843,1.20410223,-1.038172064,-1.91388082,-1.599132146,0.622644869,-0.906134802,0.669720607,-1.654560149,0.230122872,-1.634404621,-1.616391962,-0.040755319,-0.790744814,1.014531825,0.383730686,-1.39152878,-1.86548261,2.038519151,-1.951787988,0.644517373,1.452107011,-0.151886513,1.071019789,-1.708583772
S67,-0.713641054,-1.067368483,1.06412485,0.795789839,2.101413521,-1.582451601,1.521395013,2.132468374,-1.738779298,-1.094266299,-0.12378081,2.25253344,1.926455846,-0.98522383,0.012362173,0.082433947,-0.029307961,1.306851828,-0.013303643,1.253540623,0.339642298,0.197716966,-0.863228623,1.514605332,0.507291631,0.176377301,0.701647385,1.046766043,1.537341174,-0.645809213,-0.862194064,-1.964181142,1.336827124,0.864516979,-0.00762714,-0.619111847,-0.834745481,0.312472311,-0.524577179,0.83234815,0.945378166,0.621845958,1.783191585,1.218075708,0.834171925,0.039145371,1.676414372,1.020128054,1.931055324,-0.926820422,-0.336620958,-1.085957978,-1.140391598,-1.343832238,1.175043388,0.871435237,-0.523372315,0.709935718,-1.038327577,0.700151107,-1.266255933,-2.470230114,0.20868337,-2.117778555,-0.146282494,-0.761582546,-1.065050373,0.889947216,-0.787872223,-1.762042504,-1.625252276,1.174640385,-0.047169667,-1.373203456,1.062972026,0.397752895,-1.060646161,1.023756035,-1.641613431,-0.99405058,0.72069564,-2.058715472,0.865533693,-1.754827787,1.870035714,0.177031074,-1.220351713,-0.608795465,0.400013301,-1.681933204,-1.733503039,0.214320484,-0.31339785,1.155329946,-1.337556232,-0.087077272,0.502423376,-2.099181814,-0.727440524,0.703035161,0.130053084
S68,1.14297886,1.08186355,0.998346548,-0.942489417,0.012278787,-1.622022977,0.226689787,2.074268909,-1.673923762,-0.823981354,1.668838061,-0.719412634,1.415173238,0.543307714,-0.019270596,1.093563515,2.017342603,-1.272920009,-0.333930682,0.806628655,-1.105242502,-2.036275997,-0.351802262,-1.214568554,1.666028085,2.038618606,1.239117821,-0.443261587,-0.209858271,-0.586412826,-2.075206059,-2.004668639,2.043957254,0.137900679,2.15386501,0.163281487,-0.238819622,1.981122845,-1.712349722,1.030951759,0.665059612,-1.124751533,1.595200482,-1.263338232,-1.018200704,0.093358566,2.269696803,-1.553218419,-1.468750992,0.983219867,-2.157252512,1.072568864,0.970729991,1.066079959,-0.789286941,0.372888758,-0.896391904,0.195667103,-0.883390086,0.685044572,-0.330293662,1.432146977,-0.024503219,-1.637278183,1.132169556,-0.797009086,0.018074369,0.002595371,0.709769495,-1.796359402,0.730841131,1.508669888,2.170268152,-1.473612469,-0.857846103,1.084792173,-0.427811674,-1.35496735,-2.676895106,1.444354741,-0.602076602,1.611523137,0.956281702,0.180726959,-0.283301083,-1.963277103,-0.948555433,-1.754153799,0.610658286,1.0118222,0.611478869,-0.967635308,-1.290774049,0.011890904,-1.317376159,1.788766933,-1.637556499,-0.821370443,-2.152124715,1.092094687,-0.843003123
S69,1.140422876,0.706961393,1.026624503,1.018759178,2.148752222,0.310858268,1.596250918,0.065828771,-1.728245758,0.973013673,-0.928432889,0.567317281,1.822350424,-1.618325635,-0.38751953,1.201460457,1.921061866,-0.876397366,-0.547568941,0.38216973,0.924336592,-0.067843637,-0.27127583,-1.372707932,-0.907232736,0.078678646,1.345237878,-0.213264563,-0.527138807,0.686989041,-1.608699157,0.382132557,-0.699532047,1.301771599,-1.323054138,1.23860205,-1.155651577,1.891955821,-1.14262303,0.43244437,-1.403803144,-1.071467323,1.464787659,-2.272665112,1.094553251,2.048763963,0.428556038,0.653175912,-0.030268622,0.443162622,1.864328745,0.666532194,-1.06773484,0.498503815,-1.318040309,-1.637273641,0.29101366,0.246615009,1.081083126,0.763414878,-0.196719007,0.157296069,-1.809065736,0.547480023,-1.529723853,-0.900632441,0.820565015,-0.080514056,0.435783606,-2.154873726,1.141109768,1.512402668,-2.05223143,-2.268865932,-0.641233329,-0.711105435,-0.494262297,1.285394312,-1.674356972,1.131957311,-1.061869511,-0.485946278,0.765653651,-1.282329887,-1.097715112,0.63668074,-1.128677319,0.279297369,0.143971336,-1.148571055,0.111956892,-0.653615866,-2.282490165,-0.913893232,-1.626462549,1.359477177,-0.34986011,1.031903102,0.523202166,0.946568876,0.110521275
S70,-0.913136473,0.95974991,1.176786785,1.053514494,0.098491645,1.421548863,-0.174495546,0.273437201,-0.57204201,0.735818705,0.691164838,-1.178467024,-1.343558899,0.152719474,-1.201801396,-1.878636731,2.164072419,0.885020373,-1.080018433,0.966624251,-1.217864605,0.677534679,1.131130656,2.367387962,0.040936201,2.134235345,2.054452522,0.010731681,-0.144278201,-1.260695296,1.509342868,-1.825015023,-1.808064738,0.243040862,1.071153306,-1.01527065,-1.45665209,0.700769781,-1.56993074,0.852146191,1.047005153,0.088801252,0.352020527,0.307169468,1.030491274,0.656574854,3.078898234,-0.531930671,0.211756764,0.256041718,-2.312067023,0.678782681,-1.025549053,1.399639518,-1.088531695,-1.143979848,-0.049740404,1.032749492,1.021262168,0.400274,-0.608681571,-1.559445813,0.15293028,0.252785434,0.550259871,1.023087703,-0.901636318,-1.274908195,1.567920119,-0.025157329,1.443607485,1.231213509,0.239558051,0.976389256,-0.324589351,-1.975832381,0.013513679,-1.380480954,-1.56464622,-0.775481174,-1.467289746,-0.802584816,0.277209788,-0.810738681,1.719191706,0.142785871,-1.566258132,0.02716612,2.455552058,-1.858467633,-1.203071907,0.35869317,-1.977524146,0.175520943,2.009625517,1.550583571,-1.308583035,-0.301130437,0.525191733,-0.963963143,0.66718708
